ssn,last_updated,created
383-18-4058,2017-06-23T20:52:15Z,2016-07-18T12:18:59Z
384-30-6793,2017-02-13T01:25:17Z,2016-06-01T20:11:29Z
384-94-2772,2018-03-10T21:16:37Z,2016-02-23T21:47:27Z
385-30-1777,2017-08-05T03:34:46Z,2016-07-30T16:51:41Z
385-34-7828,2018-03-20T08:57:25Z,2016-12-22T19:44:35Z
385-98-0431,2017-01-10T17:00:26Z,2016-12-25T11:06:50Z
386-15-7960,2018-03-27T09:56:49Z,2016-08-07T23:59:02Z
386-34-4088,2017-12-03T10:01:37Z,2016-10-17T14:16:35Z
386-68-9884,2017-11-18T04:12:19Z,2016-09-05T07:19:41Z
386-97-3523,2017-11-13T13:40:53Z,2016-01-09T18:15:53Z
389-31-0910,2017-12-02T18:44:56Z,2016-03-23T08:59:23Z
389-51-1424,2017-05-29T22:45:51Z,2016-09-12T09:50:26Z
389-84-8254,2017-08-14T20:14:13Z,2016-05-02T07:04:51Z
390-74-3062,2017-01-01T12:23:41Z,2016-11-14T16:22:16Z
391-14-9280,2018-02-16T03:12:49Z,2016-03-16T11:53:37Z
391-47-4578,2017-10-29T15:13:33Z,2016-10-24T19:42:50Z
391-73-2830,2017-10-06T15:24:33Z,2016-09-10T03:47:59Z
393-22-6585,2017-09-02T14:55:26Z,2016-08-16T12:37:59Z
396-51-1559,2017-07-02T19:03:16Z,2016-07-22T06:56:03Z
397-16-5372,2017-04-02T01:49:22Z,2016-05-07T14:44:20Z
397-29-8349,2018-03-22T14:14:02Z,2016-05-29T20:18:22Z
397-87-8282,2017-01-25T21:15:13Z,2016-06-24T08:10:55Z
399-31-2815,2017-09-26T11:01:55Z,2016-02-23T22:19:23Z
399-63-8810,2018-03-05T13:05:28Z,2016-02-29T05:22:17Z
399-81-6133,2017-12-01T11:07:24Z,2016-04-13T07:24:21Z
400-21-8654,2017-03-12T11:14:33Z,2016-03-10T08:51:14Z
400-77-6007,2017-06-02T09:22:46Z,2016-04-04T01:04:04Z
402-61-3479,2017-06-24T13:05:25Z,2016-08-07T07:54:20Z
402-65-2055,2017-12-18T19:10:32Z,2016-11-21T21:12:06Z
402-88-5570,2017-10-22T08:05:56Z,2016-08-12T10:13:54Z
403-65-1535,2017-12-17T05:20:26Z,2016-01-09T08:11:36Z
404-57-4023,2017-11-14T10:44:47Z,2016-10-13T03:34:18Z
405-25-1422,2017-11-21T00:00:30Z,2016-07-16T10:08:31Z
406-15-5123,2017-03-09T04:06:27Z,2016-10-21T22:15:43Z
406-24-4867,2017-05-30T06:52:26Z,2016-02-29T23:13:57Z
406-49-0634,2017-05-10T09:45:50Z,2016-09-06T20:39:43Z
407-30-0910,2017-08-12T23:54:25Z,2016-01-17T05:46:54Z
407-80-7367,2017-09-14T12:04:51Z,2016-07-12T09:34:11Z
407-99-6159,2017-06-08T11:39:38Z,2016-08-25T17:00:57Z
408-83-7943,2017-07-07T19:09:33Z,2016-07-17T00:22:03Z
408-98-3291,2017-05-14T10:52:18Z,2016-04-17T22:36:47Z
409-58-2034,2018-01-22T03:09:50Z,2016-06-08T17:56:28Z
409-90-8946,2017-08-14T02:56:14Z,2016-07-13T17:13:48Z
410-38-4237,2017-08-30T01:06:27Z,2016-05-08T13:01:31Z
410-76-5092,2018-01-29T02:29:38Z,2016-08-25T05:15:41Z
411-21-4276,2017-10-27T23:41:17Z,2016-05-17T20:54:00Z
411-43-4217,2017-02-19T23:02:59Z,2016-09-20T02:03:16Z
411-79-4655,2017-08-09T14:41:54Z,2016-07-14T09:28:46Z
412-50-9133,2017-10-11T22:13:28Z,2016-07-21T09:43:50Z
412-59-0452,2017-01-03T02:43:34Z,2016-06-25T01:41:03Z
412-59-8022,2018-03-09T07:03:20Z,2016-08-22T15:34:30Z
412-79-8951,2017-03-21T02:17:15Z,2016-07-10T03:10:26Z
413-14-3928,2017-11-26T02:48:22Z,2016-10-19T17:31:09Z
413-56-5613,2017-07-21T23:37:57Z,2016-11-13T17:24:37Z
415-42-0898,2017-03-28T00:21:53Z,2016-03-18T12:06:24Z
415-74-2251,2017-10-06T22:07:21Z,2016-05-11T17:16:49Z
416-37-7763,2017-12-26T01:18:50Z,2016-01-12T22:04:30Z
416-38-3607,2017-04-24T20:10:44Z,2016-01-14T22:09:43Z
416-80-6367,2017-09-24T13:12:09Z,2016-03-24T10:33:30Z
416-87-0469,2018-03-26T22:14:13Z,2016-05-12T03:26:59Z
418-72-1888,2018-02-23T09:23:21Z,2016-01-12T12:19:29Z
418-99-6659,2017-03-27T03:07:59Z,2016-05-26T07:11:49Z
420-46-7789,2017-01-25T20:25:19Z,2016-08-24T14:54:22Z
420-52-3813,2017-08-26T23:48:42Z,2016-09-21T00:55:20Z
421-01-2511,2018-03-19T13:36:26Z,2016-07-31T17:41:15Z
421-13-9794,2018-02-04T11:45:24Z,2016-06-12T16:21:05Z
421-20-3448,2017-07-08T17:17:10Z,2016-10-08T03:04:54Z
421-88-7316,2017-09-23T23:50:31Z,2016-10-17T16:59:29Z
422-67-4000,2017-01-17T05:04:19Z,2016-04-22T00:21:03Z
423-62-1820,2017-12-01T08:15:53Z,2016-04-30T08:57:45Z
423-88-4721,2017-07-20T07:25:25Z,2016-11-10T17:01:50Z
424-22-9138,2018-02-12T19:29:28Z,2016-08-02T09:33:28Z
424-91-0692,2018-01-06T03:09:36Z,2016-02-02T07:49:10Z
424-92-0863,2017-11-01T16:49:04Z,2016-01-16T17:05:35Z
426-09-8331,2017-10-01T18:25:04Z,2016-03-14T06:27:54Z
426-33-4523,2017-02-13T11:48:03Z,2016-10-13T14:08:02Z
426-52-3410,2017-11-23T10:08:43Z,2016-06-29T12:35:04Z
426-61-5374,2017-11-07T02:19:49Z,2016-06-27T21:25:46Z
427-12-4625,2017-01-20T11:24:18Z,2016-04-16T03:42:23Z
427-36-0095,2017-03-20T10:29:00Z,2016-05-04T01:28:15Z
427-96-6355,2017-02-05T10:00:57Z,2016-03-26T14:44:08Z
428-19-2946,2017-11-14T05:58:52Z,2016-06-25T00:25:32Z
428-79-0781,2018-01-30T01:53:32Z,2016-01-07T17:54:14Z
429-43-7811,2018-01-10T03:50:33Z,2016-04-11T17:59:59Z
430-27-6236,2017-01-22T19:48:31Z,2016-03-31T17:41:32Z
430-27-8349,2017-03-28T05:50:36Z,2016-10-10T06:18:11Z
432-25-8923,2017-04-19T06:56:28Z,2016-12-12T14:10:18Z
433-08-7855,2017-09-12T03:46:54Z,2016-06-09T05:57:46Z
434-41-2365,2018-03-07T21:39:34Z,2016-05-28T02:57:41Z
435-34-0115,2017-07-26T21:00:27Z,2016-10-11T09:43:33Z
438-80-0430,2017-04-12T15:23:42Z,2016-04-07T13:46:40Z
438-82-1280,2017-01-25T07:27:19Z,2016-03-04T04:21:54Z
440-60-4889,2017-05-30T16:28:38Z,2016-11-05T00:32:24Z
441-19-1376,2018-01-24T07:14:25Z,2016-02-19T04:17:24Z
442-15-1994,2017-06-02T03:08:57Z,2016-10-21T20:02:02Z
444-01-3823,2017-09-02T18:15:57Z,2016-11-16T18:37:33Z
445-49-0727,2018-03-24T09:24:05Z,2016-12-27T17:57:26Z
445-62-3843,2017-01-13T18:31:14Z,2016-10-16T16:44:53Z
446-16-1946,2017-08-30T03:24:42Z,2016-05-17T15:29:10Z
446-73-1646,2017-03-23T15:31:56Z,2016-08-25T11:40:00Z
447-05-5935,2017-04-03T01:29:04Z,2016-10-06T10:00:52Z
449-38-7421,2018-02-27T14:25:58Z,2016-05-21T19:50:24Z
450-04-1023,2017-09-13T09:36:24Z,2016-06-22T03:21:34Z
450-36-3771,2017-05-24T19:44:03Z,2016-03-14T00:49:29Z
450-36-4561,2017-11-10T13:36:59Z,2016-05-21T09:39:41Z
450-45-5021,2017-11-06T02:16:54Z,2016-09-15T07:50:46Z
450-56-7231,2017-02-23T22:08:08Z,2016-10-19T19:51:48Z
450-96-2075,2017-09-30T12:58:03Z,2016-05-16T11:50:01Z
451-34-5996,2017-06-22T16:58:53Z,2016-11-18T23:32:30Z
451-52-8000,2018-02-24T11:03:12Z,2016-10-01T17:06:58Z
452-26-9999,2018-03-14T13:42:20Z,2016-10-08T12:12:44Z
453-99-0644,2017-05-03T10:18:32Z,2016-04-01T09:04:33Z
454-36-4371,2017-09-26T23:21:07Z,2016-03-16T05:44:54Z
455-67-4513,2017-02-11T20:36:00Z,2016-10-13T16:32:04Z
455-74-3521,2018-01-02T16:04:54Z,2016-11-20T22:55:38Z
455-83-6194,2018-01-17T02:49:29Z,2016-03-27T17:29:18Z
457-55-3869,2017-09-05T17:48:10Z,2016-11-21T07:59:43Z
457-57-7890,2017-04-26T10:48:34Z,2016-01-30T09:47:45Z
457-97-6863,2017-04-23T06:22:38Z,2016-12-28T07:58:53Z
458-97-0499,2018-01-09T09:39:25Z,2016-11-24T23:17:07Z
459-29-7955,2017-02-20T01:40:33Z,2016-01-30T15:41:29Z
460-65-0321,2017-01-21T12:02:03Z,2016-05-24T10:31:27Z
461-84-2780,2017-04-22T05:06:42Z,2016-05-04T17:39:40Z
461-88-8139,2017-07-17T01:05:33Z,2016-11-27T13:35:53Z
464-21-1055,2017-03-08T21:00:06Z,2016-10-22T04:13:02Z
464-84-7886,2017-12-14T00:31:20Z,2016-07-17T23:20:06Z
465-96-0362,2018-01-09T17:48:15Z,2016-09-19T12:24:30Z
468-88-6064,2017-02-15T08:15:23Z,2016-07-17T16:40:15Z
469-08-0077,2017-06-14T13:02:33Z,2016-05-14T09:33:05Z
469-96-1488,2017-08-14T12:32:41Z,2016-08-09T16:15:51Z
470-34-5693,2018-01-17T07:45:56Z,2016-03-04T17:20:43Z
470-94-7669,2017-01-09T13:30:21Z,2016-09-29T21:11:35Z
471-28-1745,2017-04-06T14:11:14Z,2016-01-26T14:19:48Z
472-23-0389,2017-12-27T00:54:25Z,2016-03-31T02:05:29Z
473-65-7769,2017-06-21T00:26:01Z,2016-02-20T10:05:47Z
474-56-7332,2017-05-14T02:24:24Z,2016-10-11T17:27:22Z
474-95-1775,2017-04-26T11:28:52Z,2016-02-29T11:15:51Z
475-15-5394,2017-07-09T23:02:51Z,2016-11-02T08:59:11Z
475-24-1840,2017-07-21T14:36:25Z,2016-05-23T12:26:58Z
475-47-5055,2017-11-20T17:35:46Z,2016-11-02T11:16:12Z
476-27-0948,2017-09-14T01:54:07Z,2016-12-18T08:11:30Z
476-68-8276,2017-02-13T16:00:40Z,2016-09-05T15:34:54Z
477-30-0077,2017-02-01T11:36:17Z,2016-06-24T06:45:29Z
478-14-8720,2017-06-06T04:46:36Z,2016-05-15T21:32:01Z
479-49-8804,2017-01-21T06:01:32Z,2016-11-18T19:32:59Z
480-53-4039,2017-02-22T18:06:16Z,2016-11-15T19:25:39Z
481-10-0098,2018-02-19T01:34:19Z,2016-08-20T18:20:53Z
481-87-3503,2017-02-10T00:39:18Z,2016-11-08T22:52:19Z
482-88-7624,2017-11-21T14:53:45Z,2016-11-02T21:38:29Z
484-06-9645,2017-10-11T15:42:52Z,2016-10-10T23:52:51Z
484-36-9255,2018-01-25T08:26:42Z,2016-06-19T06:01:54Z
484-75-5799,2018-02-12T03:45:42Z,2016-04-12T21:29:16Z
485-39-0911,2017-06-22T09:16:31Z,2016-02-05T20:25:20Z
485-79-8123,2017-12-14T14:16:43Z,2016-04-10T23:54:06Z
486-87-1145,2017-08-25T05:12:39Z,2016-11-13T03:27:50Z
488-02-2147,2017-06-29T09:51:08Z,2016-02-06T00:37:37Z
488-12-7780,2018-01-03T00:42:57Z,2016-02-12T15:00:37Z
489-57-4785,2017-08-07T18:36:46Z,2016-11-24T17:13:02Z
491-36-8648,2017-12-26T12:31:30Z,2016-12-20T06:17:03Z
491-38-3802,2017-06-12T08:23:59Z,2016-04-18T17:30:21Z
491-89-4895,2017-02-23T13:35:45Z,2016-12-30T13:11:12Z
491-90-1059,2017-10-17T14:24:43Z,2016-01-04T05:49:42Z
493-09-7972,2017-09-11T12:20:58Z,2016-08-22T21:53:32Z
495-15-7369,2017-08-18T14:59:24Z,2016-09-22T15:08:01Z
495-62-6374,2017-05-21T12:26:52Z,2016-01-16T18:49:45Z
495-64-2134,2018-03-02T01:16:24Z,2016-04-08T01:38:27Z
495-89-7170,2017-05-23T07:30:28Z,2016-09-24T07:22:27Z
497-69-5399,2017-02-20T04:42:30Z,2016-01-18T05:30:53Z
497-73-2347,2017-09-26T09:31:00Z,2016-08-27T16:39:43Z
499-07-4759,2017-06-28T19:29:35Z,2016-08-07T22:19:21Z
499-31-5371,2017-08-03T14:53:32Z,2016-03-03T09:43:37Z
499-42-7583,2017-02-07T13:22:07Z,2016-10-13T12:17:20Z
499-44-2439,2017-01-14T06:00:18Z,2016-08-18T13:02:28Z
499-99-6990,2017-03-26T14:57:22Z,2016-05-06T00:10:50Z
500-14-7051,2018-01-24T13:21:41Z,2016-10-28T08:25:21Z
500-41-0658,2017-11-08T13:53:40Z,2016-11-08T07:20:24Z
500-45-7881,2018-03-09T03:36:58Z,2016-06-13T15:45:12Z
500-71-6995,2017-11-11T11:44:40Z,2016-12-11T02:47:02Z
502-07-7030,2017-10-26T19:52:50Z,2016-07-23T18:58:32Z
502-60-9632,2017-06-03T22:56:33Z,2016-03-22T00:13:06Z
504-41-5919,2018-01-06T23:34:37Z,2016-04-16T22:38:46Z
505-37-1520,2017-01-07T15:46:57Z,2016-08-08T03:35:14Z
505-88-6030,2018-03-11T11:28:33Z,2016-01-09T23:30:05Z
506-02-3957,2018-03-26T10:53:26Z,2016-08-19T22:34:54Z
507-40-9429,2017-09-01T07:06:29Z,2016-01-27T19:38:50Z
507-67-9726,2018-02-28T00:40:09Z,2016-01-04T08:12:11Z
507-99-2334,2017-11-28T01:35:58Z,2016-03-18T21:41:49Z
508-54-3168,2017-11-29T20:18:24Z,2016-09-29T05:12:25Z
509-39-1128,2017-04-30T21:28:01Z,2016-07-20T14:12:38Z
509-46-4927,2017-02-11T13:16:34Z,2016-04-01T05:21:28Z
510-34-4633,2018-03-15T14:30:23Z,2016-10-12T20:26:13Z
511-28-0914,2017-06-17T13:44:58Z,2016-06-20T06:31:35Z
511-95-4867,2017-04-05T12:51:50Z,2016-06-06T12:04:55Z
513-68-2140,2017-09-19T21:11:05Z,2016-10-07T18:48:30Z
515-47-1848,2018-02-09T16:48:47Z,2016-10-05T09:32:19Z
517-05-0600,2017-07-12T19:07:36Z,2016-09-21T03:51:44Z
519-15-9299,2018-02-26T07:12:29Z,2016-01-17T05:02:15Z
519-58-0341,2018-02-26T07:41:07Z,2016-05-27T11:39:00Z
520-81-0974,2017-03-21T06:39:08Z,2016-07-31T23:47:30Z
521-82-5436,2017-04-02T21:07:07Z,2016-09-09T10:55:06Z
522-54-3565,2018-02-10T22:53:17Z,2016-01-16T08:03:57Z
523-07-2359,2017-06-24T01:04:12Z,2016-04-09T22:37:45Z
523-44-3601,2017-05-23T22:05:29Z,2016-12-30T19:25:42Z
523-53-2420,2017-04-16T15:08:46Z,2016-12-08T23:10:55Z
523-85-4846,2017-09-05T05:22:25Z,2016-06-17T08:35:44Z
523-91-3280,2017-02-27T10:20:16Z,2016-03-26T23:24:45Z
524-28-4450,2017-12-09T01:32:24Z,2016-10-27T10:52:19Z
526-45-2767,2018-01-02T04:36:28Z,2016-01-17T03:59:02Z
526-98-9361,2017-04-03T02:58:51Z,2016-01-16T10:59:40Z
527-55-3736,2018-02-21T04:37:24Z,2016-04-04T07:13:28Z
527-72-3566,2017-02-27T21:21:23Z,2016-06-11T17:00:06Z
528-10-7051,2017-04-14T11:04:37Z,2016-08-19T05:19:06Z
528-26-2803,2017-12-30T12:19:16Z,2016-04-20T05:09:52Z
531-38-1945,2017-09-12T13:13:39Z,2016-06-13T23:32:48Z
531-53-5021,2017-06-26T03:17:29Z,2016-05-25T19:48:13Z
531-67-4340,2017-07-10T19:25:58Z,2016-03-23T15:02:03Z
531-79-0948,2017-12-02T10:39:02Z,2016-03-18T20:02:24Z
532-36-4145,2017-02-12T02:37:42Z,2016-03-25T18:33:23Z
534-50-6091,2017-03-27T06:04:16Z,2016-11-19T11:20:44Z
534-68-0554,2018-01-27T23:43:57Z,2016-01-24T05:51:46Z
534-86-8290,2017-02-13T19:32:45Z,2016-07-05T03:37:45Z
535-66-3671,2017-07-30T03:32:59Z,2016-10-15T07:09:00Z
536-23-6599,2018-03-08T16:15:55Z,2016-08-21T03:28:18Z
537-46-3891,2018-01-25T23:06:25Z,2016-12-25T08:29:03Z
538-46-6131,2017-06-10T05:07:07Z,2016-09-09T23:20:32Z
538-68-5142,2018-01-20T05:23:00Z,2016-05-14T11:03:08Z
541-54-1497,2017-11-27T22:19:21Z,2016-10-18T14:16:21Z
542-74-6343,2017-08-04T01:57:18Z,2016-11-16T15:08:18Z
543-38-7657,2017-01-10T10:45:24Z,2016-02-02T07:03:33Z
543-61-1911,2017-04-14T01:35:24Z,2016-08-19T01:38:44Z
543-67-6841,2017-07-31T04:04:48Z,2016-08-24T21:30:14Z
545-66-8802,2017-08-31T13:48:46Z,2016-06-17T14:30:31Z
547-35-4478,2017-03-11T09:08:41Z,2016-09-19T01:56:36Z
548-72-2840,2017-12-20T20:20:28Z,2016-05-08T20:47:30Z
549-90-2887,2017-12-20T00:20:19Z,2016-08-25T07:14:55Z
551-57-4018,2018-03-20T20:28:18Z,2016-06-18T20:47:47Z
551-92-2534,2017-09-08T05:52:48Z,2016-04-27T21:47:39Z
552-61-0289,2017-08-31T09:48:34Z,2016-05-07T02:50:28Z
553-77-2419,2017-02-01T16:22:38Z,2016-10-28T18:26:42Z
555-99-5216,2018-01-27T02:43:43Z,2016-01-31T03:29:40Z
556-13-4040,2017-04-30T07:12:18Z,2016-11-27T10:43:54Z
557-28-9953,2017-11-10T10:47:29Z,2016-12-03T05:14:30Z
557-33-7476,2017-08-07T22:00:46Z,2016-10-17T21:51:04Z
557-77-8703,2017-06-10T19:53:49Z,2016-02-04T16:52:53Z
558-37-7838,2017-06-17T00:30:00Z,2016-07-20T11:41:19Z
559-33-6365,2018-03-28T19:40:00Z,2016-09-23T17:18:33Z
559-54-7102,2017-08-09T23:42:22Z,2016-05-12T13:58:49Z
560-06-2687,2017-11-28T04:40:55Z,2016-12-09T06:19:35Z
561-96-2313,2018-02-18T12:34:56Z,2016-09-06T09:33:44Z
561-98-2281,2018-03-03T10:35:08Z,2016-04-23T08:10:39Z
562-62-6370,2018-01-12T18:03:43Z,2016-10-30T20:15:49Z
563-21-6857,2017-04-23T12:04:09Z,2016-05-28T08:07:22Z
563-27-3427,2018-01-09T08:57:36Z,2016-08-17T23:43:40Z
564-89-9688,2017-02-14T23:54:33Z,2016-03-31T02:45:10Z
566-56-7324,2017-11-16T23:05:52Z,2016-04-15T11:09:30Z
566-62-0141,2017-02-18T07:17:52Z,2016-01-11T04:58:23Z
567-02-8700,2017-07-30T04:01:07Z,2016-09-29T09:13:07Z
567-82-8701,2017-10-25T02:27:51Z,2016-08-14T14:48:11Z
569-26-2487,2017-09-15T21:46:22Z,2016-04-03T06:39:26Z
569-52-7923,2017-04-08T09:43:21Z,2016-07-20T09:26:59Z
570-01-5640,2017-01-03T03:11:19Z,2016-05-26T07:27:46Z
570-86-3275,2017-07-20T05:21:36Z,2016-10-18T21:08:26Z
571-12-4962,2017-07-19T09:41:08Z,2016-02-05T03:46:06Z
572-82-5200,2018-01-27T05:07:04Z,2016-08-20T18:17:04Z
573-94-0348,2017-04-21T15:02:45Z,2016-05-10T20:32:56Z
573-97-4729,2017-05-08T00:22:01Z,2016-04-29T23:31:18Z
574-60-0475,2017-03-07T19:20:25Z,2016-08-29T09:31:28Z
574-91-3682,2017-04-10T23:34:54Z,2016-07-25T14:49:36Z
576-18-1075,2017-03-12T22:57:39Z,2016-12-05T06:23:55Z
576-41-7443,2018-03-24T13:07:48Z,2016-11-11T23:18:08Z
578-02-0932,2017-05-01T01:16:14Z,2016-11-08T01:31:06Z
578-58-6435,2017-12-27T08:53:35Z,2016-01-02T15:27:34Z
579-87-4014,2017-09-12T22:44:20Z,2016-09-26T15:07:07Z
581-15-8015,2017-11-09T17:23:35Z,2016-02-20T10:38:04Z
581-95-7591,2017-04-01T06:46:15Z,2016-11-14T07:22:02Z
582-71-1805,2017-12-03T11:39:18Z,2016-01-07T13:02:26Z
583-61-3519,2017-05-12T16:20:41Z,2016-10-15T17:14:14Z
583-76-7497,2017-08-14T16:13:45Z,2016-05-28T10:46:29Z
585-03-2819,2017-05-14T16:27:26Z,2016-04-07T22:06:31Z
585-96-1853,2018-03-21T05:22:51Z,2016-04-17T20:47:16Z
586-85-4199,2017-11-29T06:11:57Z,2016-04-03T04:01:59Z
587-94-0609,2018-03-18T16:53:48Z,2016-09-30T14:28:13Z
588-48-7326,2017-06-18T19:58:02Z,2016-02-18T14:11:06Z
589-15-0686,2017-11-05T12:02:34Z,2016-06-21T09:34:58Z
591-02-4614,2017-04-02T01:10:25Z,2016-12-05T01:14:58Z
591-09-5002,2017-11-26T23:30:04Z,2016-07-06T12:09:38Z
591-34-2920,2017-08-08T05:30:21Z,2016-06-22T02:52:34Z
592-23-4343,2017-12-07T16:05:21Z,2016-05-23T22:05:04Z
594-37-6620,2017-09-27T08:10:15Z,2016-10-10T04:10:56Z
594-80-1212,2017-07-07T08:16:39Z,2016-06-21T04:45:10Z
595-51-3047,2017-03-14T22:18:40Z,2016-02-12T17:16:20Z
595-67-1091,2017-07-01T09:48:41Z,2016-09-04T04:32:10Z
597-45-6867,2018-02-07T17:30:11Z,2016-02-12T03:08:30Z
597-53-1918,2017-11-14T21:14:01Z,2016-04-03T02:12:30Z
597-63-4107,2017-03-27T01:22:14Z,2016-10-26T22:52:17Z
598-39-5585,2018-02-21T00:59:26Z,2016-09-08T06:13:14Z
599-56-9050,2018-01-12T12:02:36Z,2016-05-21T00:57:43Z
599-69-3085,2017-01-05T11:40:43Z,2016-05-08T07:18:12Z
599-69-5584,2017-10-11T17:31:15Z,2016-12-26T10:45:34Z
600-52-7214,2017-06-07T04:47:28Z,2016-03-16T07:26:33Z
601-01-2163,2017-03-22T11:37:39Z,2016-01-22T01:21:34Z
601-04-5606,2018-02-26T20:14:17Z,2016-01-10T19:15:36Z
601-06-5384,2017-12-02T22:12:48Z,2016-10-07T00:05:24Z
603-31-3174,2018-03-05T13:44:43Z,2016-04-26T19:38:09Z
603-34-9733,2017-10-05T18:16:00Z,2016-11-04T04:36:19Z
603-76-5257,2017-07-14T18:02:22Z,2016-06-03T18:08:39Z
604-19-5709,2018-03-05T14:31:26Z,2016-12-01T01:36:20Z
605-15-8306,2017-12-25T00:54:15Z,2016-11-30T16:34:33Z
605-26-7064,2017-01-04T00:53:36Z,2016-03-01T09:03:08Z
605-55-6033,2017-03-31T00:49:36Z,2016-04-05T02:36:33Z
608-13-9301,2018-03-27T00:00:32Z,2016-07-19T07:55:13Z
612-27-1398,2017-12-06T14:48:11Z,2016-09-30T03:00:57Z
612-30-5754,2017-09-18T17:32:43Z,2016-12-18T13:54:40Z
615-38-6466,2017-10-21T13:45:37Z,2016-07-11T11:27:16Z
617-38-3504,2017-05-22T11:45:40Z,2016-01-08T20:37:03Z
617-71-4058,2017-08-12T04:22:36Z,2016-05-22T22:29:31Z
618-35-5798,2017-08-27T00:20:31Z,2016-06-03T13:41:34Z
620-81-4914,2018-01-14T12:10:57Z,2016-10-12T19:39:46Z
623-98-4252,2018-03-11T06:59:54Z,2016-09-16T01:15:15Z
624-99-0933,2017-03-21T06:46:30Z,2016-02-25T04:54:00Z
625-84-8454,2018-03-24T07:01:42Z,2016-03-26T08:55:23Z
627-36-1126,2018-03-17T15:40:40Z,2016-02-10T21:40:20Z
627-91-0537,2018-02-02T23:21:31Z,2016-09-19T11:58:22Z
629-10-9201,2017-07-29T21:33:34Z,2016-02-19T04:34:52Z
629-13-0131,2017-09-02T11:22:53Z,2016-12-22T22:11:38Z
629-54-4455,2017-03-06T13:59:29Z,2016-05-15T22:02:20Z
629-91-9506,2017-02-07T18:07:51Z,2016-06-19T17:17:28Z
630-21-7841,2017-06-05T13:35:14Z,2016-10-17T03:33:57Z
631-44-9168,2017-01-29T16:20:07Z,2016-03-06T08:30:58Z
631-72-9770,2017-04-02T04:50:38Z,2016-06-15T22:04:48Z
633-96-5921,2017-06-08T16:58:45Z,2016-10-26T05:58:19Z
634-42-8798,2017-01-20T07:00:33Z,2016-08-07T10:51:44Z
634-90-4851,2018-03-25T08:52:19Z,2016-01-02T20:40:16Z
635-99-3249,2017-11-04T22:22:21Z,2016-03-26T15:45:25Z
637-74-3365,2017-05-02T06:27:00Z,2016-03-13T10:58:19Z
639-08-7138,2018-01-06T02:57:15Z,2016-09-06T18:30:40Z
640-86-4661,2018-03-22T08:58:59Z,2016-01-12T00:14:10Z
641-11-8353,2017-05-24T08:40:40Z,2016-07-23T02:46:34Z
643-10-4736,2017-10-24T04:50:37Z,2016-07-29T23:45:04Z
644-68-2955,2017-10-11T12:51:58Z,2016-06-21T12:01:17Z
644-70-8292,2017-01-02T00:10:46Z,2016-03-24T13:39:53Z
645-33-6872,2017-04-02T04:01:49Z,2016-06-22T14:25:18Z
646-69-6845,2017-02-25T07:48:17Z,2016-02-29T08:32:23Z
647-24-7807,2018-01-12T10:01:33Z,2016-11-07T11:29:25Z
647-82-5575,2018-01-19T09:44:53Z,2016-06-30T09:53:05Z
648-50-5566,2017-08-30T11:50:20Z,2016-03-02T10:16:25Z
648-92-3395,2018-01-19T12:21:13Z,2016-11-09T12:23:14Z
650-63-9841,2017-12-12T08:39:46Z,2016-10-04T06:20:18Z
650-73-2431,2017-11-18T06:51:02Z,2016-08-22T07:33:55Z
650-89-8244,2017-12-23T16:32:07Z,2016-10-09T14:12:44Z
651-83-5203,2017-09-30T08:02:00Z,2016-10-24T07:19:32Z
652-46-3664,2017-03-26T08:40:41Z,2016-07-19T09:43:16Z
652-96-9901,2017-06-08T17:56:13Z,2016-01-27T00:12:46Z
653-23-1607,2017-09-06T14:46:45Z,2016-12-06T03:41:10Z
653-49-0510,2017-03-17T16:26:22Z,2016-07-09T07:39:36Z
654-61-1601,2017-09-28T18:06:41Z,2016-05-04T02:46:14Z
654-68-3903,2017-11-23T06:49:48Z,2016-04-10T22:34:25Z
654-75-3300,2017-10-08T21:03:38Z,2016-10-16T07:41:03Z
655-98-7788,2018-02-11T08:54:51Z,2016-09-18T04:43:13Z
656-92-1337,2017-12-05T11:09:20Z,2016-01-25T11:30:29Z
658-21-3014,2017-04-14T18:38:07Z,2016-09-07T14:58:13Z
658-34-0029,2017-05-01T12:27:03Z,2016-01-25T17:21:32Z
658-97-8544,2017-03-26T01:11:52Z,2016-03-06T06:46:54Z
659-43-4520,2017-10-10T01:12:00Z,2016-04-04T18:49:20Z
667-57-3442,2017-03-14T22:11:07Z,2016-10-09T00:53:12Z
667-87-7090,2017-04-06T08:33:35Z,2016-01-24T10:41:14Z
669-12-9323,2017-01-02T17:34:07Z,2016-11-19T23:07:04Z
669-83-8959,2017-05-17T09:55:04Z,2016-08-12T16:03:03Z
670-56-7817,2018-02-22T00:50:59Z,2016-03-17T21:37:14Z
670-66-6403,2017-03-30T16:44:59Z,2016-06-30T15:45:29Z
670-67-9679,2017-07-07T10:06:25Z,2016-09-13T20:38:45Z
670-89-3434,2017-03-27T04:00:01Z,2016-11-03T11:39:45Z
671-16-1411,2017-03-21T13:08:56Z,2016-06-17T12:34:51Z
671-71-9470,2017-01-15T05:30:49Z,2016-02-24T17:39:32Z
671-76-8792,2017-10-16T01:26:58Z,2016-03-03T01:23:14Z
672-60-8782,2017-06-07T00:09:26Z,2016-11-23T15:36:09Z
673-83-5713,2017-12-20T12:23:14Z,2016-03-05T11:42:23Z
674-64-0219,2017-12-26T19:57:37Z,2016-06-02T21:36:30Z
